des_ross_x,des_ross_y,des_ross_theta,des_mon_x,des_mon_y,des_mon_theta,act_ross_x,act_ross_y,act_ross_theta,act_mon_x,act_mon_y,act_mon_theta
0.5482055333126142,0.43025055686917785,0.060400394803267865,1.1077651502201011,0.4524549511718004,0.02375655196976867,-1.278301763766574,0.2838463323284073,-0.05900096339564666,-1.602750811352703,-0.425320077192467,1.5948090842632705
0.5505182941492373,0.43038993935666403,0.06000062454694621,1.110081248394226,0.4525100712871155,0.02383695509773931,-1.2782514511860446,0.28389549348240956,-0.05856379553981042,-1.6012719328376321,-0.4251543324588992,1.5946466310106218
0.552832384693171,0.43052847725318943,0.059603947945178426,1.112398621729667,0.4525654091815676,0.023918321930021413,-1.278312907420388,0.2838934252756016,-0.0585594370041843,-1.6016196271653176,-0.4251975335778754,1.5946273112785774
0.5551477894326321,0.43066617577111005,0.05921033543531351,1.114717255311227,0.45262096696447124,0.024000672614120422,-1.2783028654133013,0.2838574857391348,-0.05871374524628576,-1.6013447476199705,-0.4251832427448134,1.5945875213565732
0.5574644928475541,0.4308030400833031,0.05881975767009173,1.117037134204199,0.4526767467913088,0.02408402721106695,-1.2782968202206675,0.28383143443996584,-0.058991828042583946,-1.6018581606312694,-0.4252047688264047,1.5945273206112442
0.5597824794096895,0.4309390753231696,0.058432185510895795,1.1193582434545921,0.4527327508636461,0.024168405700624174,-1.2783062335731512,0.2838343752435708,-0.05904533524444205,-1.6016572592718228,-0.4251983501748521,1.5946072968486058
0.562101733582716,0.43107428658475083,0.0580475900223032,1.121680568089369,0.45278898142893625,0.024253827987022802,-1.2783351936241845,0.28385251273395856,-0.058756431538962525,-1.6013084798978874,-0.42516981804923704,1.5945252620437722
0.5644222398223416,0.4312086789228396,0.0576659424789554,1.1240040931166764,0.45284544078032524,0.024340313890526932,-1.2782727008171402,0.2838872774452219,-0.058566258484948425,-1.6021626914951048,-0.42524789364648563,1.5946220227157137
0.5667439825764112,0.4313422573530664,0.05728721434954043,1.1263288035260763,0.45290213125648704,0.02442788316329958,-1.2782963551918458,0.2837191146951862,-0.05915763981351715,-1.6013539757115391,-0.42517028334430007,1.594654585278301
0.5690669462850135,0.43147502685197775,0.056911377301809285,1.1286546842887692,0.4529590552414618,0.024516555484430214,-1.2782302722752361,0.28387117559684727,-0.0586851445601982,-1.6020697798763535,-0.4252477687446422,1.5946954527039934
0.5713911153805972,0.43160699235710476,0.0565384031989109,1.1309817203578278,0.45301621516450974,0.02460635046184656,-1.2787234624273156,0.2834114712009375,-0.06030666817199993,-1.6010034750058517,-0.4251285438644262,1.5946584405631652
